GENE	Liver_Cancer.Cell.Line_Low_HuH-7_Hepatocellular.Carcinoma: BUNDS_p_NCLE_RNA5_HG-U133_Plus_2_C11_419730	Liver_Cancer.Cell.Line_Low_HuH-7_Hepatocellular.Carcinoma: GSM253206	Liver_Cancer.Cell.Line_Low_PLC-PRF-5_Hepatocellular.Carcinoma: MAKER_p_NCLE_RNA7_HG-U133_Plus_2_A04_454756
STXBP3	574.24	420.83	557.72
STYX	85.75	49.22	49.40
SULT1A1	411.14	124.72	742.89
SULT1C2	72.80	50.48	26.66
SULT2B1	55.81	66.16	132.47
SUOX	233.00	226.69	290.80
SULT2A1	275.19	242.51	20.15
SUPT4H1	723.27	471.50	712.48
SUPT5H	476.36	398.24	418.21
BSG	1475.31	1063.57	1325.85
SUPT6H	242.58	224.94	208.86
SUPV3L1	306.09	321.46	266.43
ABCC8	40.87	75.69	53.45
SURF1	1410.70	1358.88	1210.93
SURF2	166.93	157.42	93.41
SURF4	2873.11	2276.18	1597.39
MED22	196.84	200.49	86.83
SURF6	290.48	261.60	173.98
SUV39H1	334.46	352.16	260.55
BST1	40.84	32.98	29.97
SVIL	264.99	260.26	716.69
VAMP1	62.56	60.12	93.46
VAMP2	105.16	118.50	101.09
SYCP1	13.32	12.58	13.32
SNORA25	82.64	159.86	135.60
BST2	16.50	19.08	1011.30
SYK	41.69	44.14	38.43
SYN1	49.98	86.90	59.62
SYN2	30.53	33.13	30.66
SYP	90.38	133.44	139.55
SYPL1	1540.09	880.70	2425.22
SYT1	59.54	16.66	77.56
BTC	20.36	17.02	13.98
SYT4	43.44	52.96	32.49
SYT5	30.38	27.85	46.71
T	82.96	87.64	71.55
TAC1	13.86	12.48	10.72
TACR2	47.58	69.29	55.58
TAC3	136.73	177.27	163.73
TACC1	758.44	326.04	210.94
ADAM17	105.38	57.54	137.20
TACR1	39.55	38.05	33.51
BTD	180.84	118.90	128.39
TACR3	30.03	39.66	26.84
TADA2A	56.06	62.07	71.08
TAF1	68.46	77.49	90.10
TAF2	390.45	494.15	393.69
TAF4	113.09	117.62	88.16
TAF4B	29.51	33.66	63.75
TAGLN	1197.74	529.95	198.54
TAF5	291.29	293.56	152.69
TAF6	561.48	607.86	700.33
TAF7	1396.40	948.96	551.65
KLF9	77.41	93.08	93.62
TAF9	1204.32	1194.92	1121.96
TAF10	1301.99	993.59	2225.17
TAF11	520.37	436.10	399.76
TAF12	350.46	360.59	140.22
TAF13	48.84	18.50	49.34
MAP3K7	345.04	299.81	207.91
TAL1	59.19	80.44	60.79
TAL2	53.45	63.19	48.75
TALDO1	1845.25	1797.78	1983.46
KLF5	219.12	143.67	472.51
TAP1	63.67	25.86	397.50
TAP2	67.70	70.40	106.60
TAPBP	93.92	92.70	138.65
TARBP1	209.02	254.28	497.76
TARBP2	473.82	506.42	420.98
TARS	1312.13	1863.89	1267.35
TAT	30.27	29.55	20.70
TBX1	31.33	29.20	27.36
BTF3	3257.16	2374.49	2905.36
CNTN2	22.99	29.80	25.91
TAZ	100.70	151.00	221.05
TBCC	440.84	529.54	476.85
TBCD	90.44	130.71	170.63
TBCE	535.22	360.04	679.44
SERPINA7	71.49	73.75	37.56
TBL1X	345.13	362.01	409.01
TBP	260.40	290.08	297.12
TBX2	136.84	66.18	51.56
TBX5	36.05	35.90	35.32
TBX6	34.58	39.25	48.51
TBX15	81.43	67.22	73.33
TBXA2R	74.85	72.01	77.98
TBXAS1	34.12	59.45	38.38
TCEA2	73.83	68.79	95.31
TCEA3	434.77	482.84	100.18
TCEB2	280.74	394.70	362.01
TCEB3	144.44	191.69	423.76
TCF4	139.08	246.30	31.68
TBX3	159.43	151.95	78.34
HNF1A	110.95	136.66	90.03
HNF1B	534.82	722.92	726.14
TCF3	235.26	227.45	169.12
TCF7	67.42	54.43	67.63
TCF7L2	184.29	318.67	224.60
ZEB1	85.07	95.29	67.05
GCFC2	158.86	131.36	317.32
TCF12	878.14	896.34	862.63
TCF15	49.62	39.94	69.29
ZNF354A	93.83	69.12	108.18
TCF19	168.62	167.50	247.55
TCF20	291.53	362.79	272.27
TCF21	19.21	21.39	413.03
VPS72	588.95	867.61	801.97
MLX	465.07	493.43	529.36
TCN1	100.36	54.34	45.55
TCN2	55.09	52.92	65.84
TCOF1	147.00	124.98	123.40
BTG1	1101.76	871.10	1605.94
TCP1	723.98	498.28	692.80
TCP11	28.98	40.74	34.03
TRAV6	21.99	27.19	21.51
BTK	63.42	52.32	62.10
BTN1A1	31.29	41.14	34.34
TECTB	34.41	48.96	30.53
TCTA	280.82	372.66	319.42
DYNLT3	212.19	34.60	1455.50
TCTE3	18.80	24.06	21.67
PPP1R11	755.77	601.53	1826.80
DYNLT1	2705.35	2200.63	2745.40
TDO2	182.33	28.62	17.20
BUB1	394.20	333.28	298.38
PRDX2	2614.46	3950.99	1409.43
TEAD1	144.75	124.48	166.40
TEAD4	407.57	403.60	601.32
TEAD3	126.76	125.73	83.07
TEC	33.54	66.38	51.71
TECTA	21.25	31.30	17.96
TEF	71.67	81.57	66.80
TMBIM6	3730.62	2511.44	3199.21
TEK	56.31	75.92	48.56
TEP1	50.77	36.17	39.97
TERF1	274.15	271.24	213.16
TERF2	396.34	431.02	320.62
TERT	87.40	98.89	80.19
TESK1	197.28	157.01	462.02
TF	4854.81	3526.20	1849.86
TFAM	271.67	333.68	347.22
BUB1B	933.24	1360.10	1121.10
TFAP2A	32.23	31.83	93.94
TFAP2B	23.59	16.90	22.10
TFAP2C	58.74	53.58	174.10
TFAP4	92.39	141.71	115.52
TFCP2	241.17	280.59	304.94
NR2F1	272.12	322.76	80.07
NR2F2	526.32	571.69	684.16
TFDP1	688.64	604.08	1245.49
TFDP2	179.33	207.17	240.53
TFE3	193.94	265.86	216.50
TFF1	154.41	40.19	200.69
TFF2	52.67	30.41	51.64
TFF3	151.88	72.56	68.01
TFPI	238.10	538.35	444.70
TFR2	109.61	50.24	29.61
TFRC	2118.31	1529.13	2045.59
TG	88.24	109.72	78.66
TGFA	39.09	51.51	39.41
TGFB1	133.60	92.54	195.75
TGFB1I1	107.18	26.96	23.99
TGFB2	116.71	61.68	40.59
TGFB3	122.65	152.03	109.49
LEFTY2	48.76	52.28	49.41
TGFBI	2579.01	3765.69	1543.30
TGFBR1	101.16	49.70	71.31
TGM4	23.70	27.09	28.28
TGFBR2	599.29	650.45	714.55
TGFBR3	340.24	145.31	442.92
TGIF1	549.51	573.08	948.37
TGM1	44.00	48.42	46.25
TGM2	93.51	89.08	195.51
TGM3	22.18	39.20	36.12
TH	20.62	24.28	25.91
THBD	35.95	36.14	31.74
THBS1	224.08	167.71	67.78
THBS2	65.06	48.17	56.28
THBS3	82.41	163.45	173.60
BYSL	439.34	503.45	722.57
THBS4	525.92	4004.20	46.65
TCHH	23.36	22.42	26.29
THOP1	211.53	217.17	259.48
THPO	50.95	32.89	80.41
THRA	53.40	39.15	50.50
THRB	250.33	291.45	82.35
THRSP	33.04	34.80	35.76
TSPO	203.38	133.48	747.02
THY1	62.85	80.81	73.18
KLF10	440.99	682.60	968.90
TIA1	667.95	333.10	339.44
TIAL1	118.23	164.50	146.01
TIAM1	57.20	51.57	178.59
TIE1	22.09	38.44	18.98
TIMP1	567.31	107.46	2081.06
TIMP2	208.01	43.66	605.34
TIMP3	314.23	114.25	44.87
TIMP4	49.23	28.72	25.07
NKX2-1	50.72	41.03	50.70
TJP1	521.96	555.75	664.35
TK1	723.63	550.58	639.06
TK2	78.54	80.88	117.35
TKT	1611.07	1068.74	1548.01
ICAM5	27.45	17.88	27.34
TLE1	527.12	756.13	215.02
TLE2	113.01	66.34	83.67
C1QBP	3456.75	2780.44	3096.67
TLE3	42.41	35.52	104.48
TLE4	48.81	32.71	22.32
TLL2	24.19	25.79	24.36
TLN1	163.97	459.75	274.96
SEC62	554.02	331.14	445.91
TLR1	16.10	14.83	20.84
TLR2	51.09	71.07	37.36
TLR3	20.93	18.59	18.86
TLR4	22.45	20.48	23.16
ACTC1	83.29	53.36	61.34
TLR5	54.02	47.81	35.60
NR2E1	31.83	24.79	41.31
TSPAN7	408.76	1427.92	817.68
TSPAN8	404.67	99.79	483.54
TM4SF4	403.88	793.01	2197.12
TSPAN6	1126.94	1312.13	628.25
TSPAN4	340.14	323.23	773.31
GPR137B	23.63	28.26	268.08
TM7SF2	246.44	410.63	690.55
TRAPPC10	102.94	111.86	139.08
SERPING1	965.81	866.59	486.16
TMF1	130.86	63.43	102.09
TMOD1	141.92	122.16	86.09
TMPO	482.84	188.51	196.45
TMPRSS2	44.71	42.43	67.74
CLDN5	48.15	39.26	63.20
CLEC3B	18.41	26.09	22.23
TNF	57.83	54.91	62.12
TNNC2	39.76	35.39	67.89
TNFAIP1	443.50	301.25	545.26
TNFAIP2	67.30	54.97	139.64
TNFAIP3	220.02	125.91	380.01
C1QA	37.08	31.66	30.34
TNFAIP6	19.08	19.02	20.88
TNFRSF1A	678.50	540.63	765.42
TNFRSF1B	38.47	29.83	41.99
TNNC1	115.90	18.61	106.89
TNNI1	25.68	38.07	24.29
TNNI2	27.53	29.93	36.20
TNNI3	91.45	122.91	89.38
TNNT1	31.08	57.26	235.44
TNNT2	35.29	26.82	44.32
C1QB	22.49	21.57	28.75
TNNT3	15.32	16.11	21.81
TNP1	40.49	57.93	48.93
TNP2	27.15	26.75	28.89
TNR	29.73	35.61	52.03
TNS1	73.24	85.32	58.55
TNXB	62.16	59.05	78.32
C1QC	29.25	37.49	29.41
TOP1	518.43	446.96	273.92
TOP2A	1436.16	1538.49	1326.95
TOP2B	737.35	715.60	683.55
TOP3A	141.10	122.18	90.30
TP53	359.16	209.12	116.94
TP53BP1	112.32	110.77	196.88
TP53BP2	434.20	398.77	580.12
C1R	96.00	80.22	58.62
TP73	37.00	51.43	39.32
TPBG	149.01	72.62	1012.64
TPD52	620.98	371.50	803.25
TPD52L1	165.21	44.99	46.82
TPD52L2	725.79	678.83	832.67
TPI1	6607.09	5863.72	5352.88
TPM1	540.63	409.30	952.52
TPM2	333.68	367.04	335.83
C1S	222.92	128.77	97.67
TPM3	46.87	50.43	44.88
TPM4	267.72	226.52	303.05
TPMT	171.98	157.08	172.36
TPO	19.60	23.10	20.84
TPP2	283.64	205.03	338.73
TPR	139.68	109.82	98.51
TPSAB1	123.87	265.78	203.12
TPT1	6995.93	5897.14	3696.90
TPTE	207.33	244.55	211.16
C2	196.20	147.54	70.39
CRISP2	54.79	27.09	18.46
NR2C1	195.46	198.64	154.59
NR2C2	111.83	119.91	78.61
HSP90B1	2447.17	1653.61	3619.56
TRAF1	40.36	54.33	40.20
TRAF2	111.01	126.39	110.67
TRAF3	129.44	102.70	161.15
TRAF5	39.40	27.92	120.93
TRAF6	80.47	57.61	103.24
C3	725.03	2257.80	2207.50
C3AR1	41.83	43.02	38.86
ACTG1	10232.00	7216.08	14319.56
TRH	80.24	92.87	68.46
TRHR	29.61	66.36	28.93
CCT3	3476.45	4773.06	3765.69
TRIO	132.62	150.42	243.47
TRIP6	581.77	860.66	30.36
TRO	32.78	33.64	36.91
TRPC1	45.85	45.35	41.90
TRPC2	44.15	46.63	51.36
TRPC3	16.79	23.39	16.36
TRPC4	19.61	22.68	20.96
TRPC5	18.29	15.09	13.99
TRPC6	24.90	20.93	16.90
TRPM2	60.83	66.43	59.27
TRPS1	30.93	44.36	38.32
C4BPA	283.40	195.85	67.02
TSN	653.66	409.95	705.30
TSC1	338.85	433.32	155.22
TSC2	162.57	156.89	150.97
TSG101	732.25	590.42	736.63
TSHB	26.85	35.00	38.77
TSHR	19.40	17.59	18.27
TSNAX	647.84	430.00	592.84
TSPYL1	1016.01	921.92	953.11
C4BPB	225.24	63.76	45.84
TSSC1	282.46	235.44	416.83
PHLDA2	324.08	168.70	493.77
TST	1333.96	1134.47	739.91
TSTA3	577.99	663.15	633.46
TTC1	447.27	444.55	412.63
DNAJC7	795.60	801.58	794.72
TTC3	657.16	646.99	674.75
TTC4	451.41	350.77	735.15
CAPN5	98.06	103.77	130.59
TTF1	203.22	180.13	177.97
TTK	720.47	631.83	651.04
TTN	48.56	45.38	20.00
TTPA	53.52	26.26	57.09
TUB	65.81	48.71	64.94
TTR	4407.36	4374.19	103.08
LOC727726	312.78	436.67	248.34
TEKT4P1	110.10	137.33	129.25
TUBA4A	223.09	417.52	684.83
RNF208	111.42	104.39	89.56
LOC727818	23.73	26.72	31.00
RBBP4P4	24.59	18.98	24.12
LOC727869	63.28	69.68	67.42
MUC5B	27.68	29.37	42.17
TUBA3C	55.26	87.32	99.99
LOC727916	26.85	16.21	98.85
LOC727933	47.51	44.63	35.86
GXYLT2	152.59	241.05	34.28
LOC727944	34.35	36.51	48.85
LOC727945	15.76	16.72	18.54
MROH1	45.83	52.67	63.04
LOC727961	55.96	89.38	56.26
C5	1383.69	1452.68	575.39
LOC728011	22.65	23.11	24.21
LOC728061	52.20	107.23	43.47
LOC728073	31.52	42.24	51.46
LINC00290	13.15	12.06	12.62
TUBB2A	4636.76	3874.25	2176.51
LOC728114	13.63	16.71	15.85
ZBTB8B	16.44	23.65	19.84
LOC728142	59.43	42.94	75.71
LOC728173	29.51	23.05	22.59
RPL7AP36	251.06	387.24	106.74
LOC728196	25.40	30.38	22.70
FAM155A	15.21	18.49	17.62
LOC728245	31.60	36.99	22.39
LOC728283	40.81	72.80	54.49
LOC728285	18.46	33.98	20.40
LOC728288	18.72	14.93	14.14
D2HGDH	77.95	114.06	95.83
LOC728327	30.44	37.63	27.40
GLRX3P2	130.90	213.32	119.40
LOC728353	50.04	32.32	39.69
OVOL3	30.71	40.28	33.93
TUBG1	888.48	1101.76	1452.68
LINC01137	31.33	39.07	51.44
PPIEL	29.98	26.22	27.87
LINC00687	35.25	60.43	38.41
RPS28P6	873.10	859.71	746.66
LOC728460	55.10	54.77	44.98
LOC728475	42.33	59.56	74.03
LOC728485	67.32	73.03	124.72
DNLZ	172.65	196.11	183.97
TUFM	1868.68	1533.81	2235.99
LINC01125	31.61	57.76	44.92
LOC728543	64.20	59.48	53.67
C12orf73	296.54	218.46	273.01
CCDC169	21.97	19.87	22.03
LOC728613	36.73	24.66	33.66
CCDC30	15.31	16.03	14.45
LOC728678	99.88	31.07	76.75
TUFT1	391.56	515.17	573.08
ZBED3-AS1	42.59	43.21	58.21
TATDN1P1	686.11	729.37	529.14
LOC728743	58.26	60.44	54.92
LOC728777	41.94	30.82	34.54
TULP1	31.57	44.94	39.80
LOC728805	36.30	39.32	34.49
C1GALT1C1L	108.99	52.57	20.30
LOC728844	1346.87	2176.51	1570.60
LOC728853	22.06	21.59	20.45
LOC728867	10.95	10.24	14.92
LOC728883	21.84	26.67	26.52
TULP2	71.62	80.29	86.50
LOC728902	39.28	52.99	39.40
LOC728904	14.09	16.16	12.32
UNC5B-AS1	25.55	29.09	34.81
LOC728997	11.52	12.21	15.73
TULP3	219.52	225.41	195.81
C5AR1	40.82	36.36	75.37
ZBED5-AS1	122.88	118.15	211.75
C1orf234	16.89	13.96	13.65
FAM198A	21.91	23.02	22.30
HIRA	860.18	645.83	347.84
LOC729164	25.01	30.87	35.42
LOC729173	78.94	93.27	77.68
STXBP5-AS1	14.04	14.30	17.30
TWIST1	19.42	20.06	20.74
FLJ45513	50.16	53.94	54.50
CCR2	34.59	47.50	28.53
LOC729285	47.85	33.97	32.71
LOC729291	25.63	23.51	24.92
TNFSF4	154.33	151.22	34.52
LOC729345	202.15	230.70	252.67
PLIN4	52.09	64.87	57.43
LOC729397	57.06	87.08	68.76
TNFRSF4	61.67	57.47	60.98
LMO7DN	28.32	24.46	22.58
CCDC61	45.44	30.97	29.79
TXK	17.63	16.01	14.54
TMEM242	134.02	96.72	124.43
LOC729556	69.77	45.32	54.67
LOC729570	70.46	103.79	94.76
LOC729580	165.66	197.03	216.84
LOC729589	15.90	19.94	18.05
TXN	4693.99	3777.20	2847.34
FLJ37453	18.87	20.19	22.24
LOC729642	959.74	376.00	4128.78
LOC729652	11.50	15.03	12.39
S100A11P1	94.29	113.93	178.45
LINC00847	95.48	91.88	41.04
LOC729683	77.23	82.23	88.47
TXNRD1	1793.30	1880.76	4187.58
LOC729704	48.36	53.08	53.10
LOC729725	11.29	11.76	11.84
LOC729766	44.43	78.36	101.19
LOC729776	120.87	101.02	236.98
SEC14L1P1	31.07	53.46	32.72
TYK2	530.97	349.51	439.92
ZNF731P	27.19	21.30	33.90
LOC729810	132.87	154.29	145.55
LOC729822	80.13	35.58	92.00
FAM160A1	56.37	67.98	81.96
LOC729839	153.36	78.78	44.91
UMAD1	72.01	94.76	94.88
LOC729870	59.69	60.69	56.35
LOC729887	44.52	30.56	23.28
TYMS	3977.37	2739.51	5076.79
RPL7AP68	369.11	531.79	178.99
LOC729940	71.86	101.67	109.87
MORN2	128.79	62.24	260.89
LOC729970	75.41	89.20	87.83
LINC01530	22.85	24.77	29.38
LOC729986	33.50	42.98	47.02
BORCS8	106.60	288.05	87.79
LOC729994	20.28	48.31	24.60
TYR	19.02	15.67	25.67
C6	125.99	44.83	33.91
ACTG2	51.31	58.16	54.99
ZNF814	24.59	25.20	14.03
LOC730098	54.38	35.68	90.92
FAM166B	25.16	41.00	28.14
LOC730124	36.08	39.53	42.92
LOC730168	20.86	18.99	18.87
LOC730184	35.45	52.19	54.74
TYRO3	165.13	255.31	89.48
LOC730202	32.81	41.79	40.32
LOC730236	25.99	26.56	56.18
LOC730241	24.53	24.05	22.35
LOC730272	10.09	12.01	10.89
LOC730456	14.20	12.78	12.90
LOC730517	35.49	56.12	32.82
TYROBP	30.59	43.10	46.83
TYRP1	19.92	15.94	16.60
U2AF1	2584.02	2594.25	2302.68
LOC730909	60.81	36.31	44.64
C7	50.09	31.88	32.09
LOC731139	102.73	94.88	45.93
LOC731157	50.78	42.41	37.80
UBA52	9858.83	6607.09	7915.69
LINC01220	11.34	10.09	15.03
LOC731484	41.22	68.67	56.30
UBB	13725.78	10232.00	12116.62
UBC	11241.91	7101.95	13725.78
LINC00202-2	51.90	58.56	68.99
UBA1	1854.48	1357.75	2374.49
LOC731852	15.99	15.33	17.13
UBA7	80.10	118.09	95.68
UBE2A	930.98	787.21	1689.05
C8A	96.24	67.67	37.50
UBE2B	740.32	513.24	368.65
UBE2D1	350.65	340.66	270.93
TDRG1	167.67	302.63	184.32
UBE2D2	512.11	520.01	640.17
UBE2D3	1336.27	1400.28	1056.15
UBE2E1	2879.49	2084.09	3466.35
UBE2E2	66.57	56.28	429.14
UBE2G1	1181.09	842.42	855.78
UBE2G2	306.96	386.28	399.90
UBE2H	213.32	182.73	222.86
UBE2I	1808.78	1232.44	1824.52
C8B	124.54	177.10	61.43
UBE2L3	598.29	487.38	360.14
UBE2N	881.73	580.60	637.91
UBE2V2	2774.48	2134.08	1646.40
UBE3A	309.67	335.25	356.56
C8G	26.32	23.85	91.84
SUMO1	206.92	167.06	121.01
UBP1	896.90	884.30	484.58
UBTF	94.33	98.22	133.51
UCHL1	614.39	3924.79	1288.79
UCHL3	1422.59	1811.04	877.10
UPK1B	190.97	42.83	263.64
UCN	24.92	29.23	45.42
OSGIN2	605.34	366.38	415.76
UCP1	69.18	27.02	21.93
UCP2	511.72	611.75	850.46
UCP3	45.65	50.28	55.56
SNHG9	107.46	58.89	49.48
UFD1L	1567.34	1429.21	950.14
SLC35A2	287.66	168.29	238.28
SCGB1A1	27.46	47.28	23.35
UGCG	503.62	354.51	715.60
UGDH	885.35	992.28	966.48
UGP2	2322.08	1160.31	2395.15
UGT2B4	169.79	5380.04	15.44
UGT2B17	20.95	21.05	13.96
UGT8	35.32	28.17	26.22
UMOD	43.02	41.65	40.77
UCK2	550.35	558.38	739.55
UMPS	500.14	578.67	320.06
COL14A1	34.54	28.01	27.48
UNG	1113.82	509.45	373.10
USP4	265.86	250.59	188.13
NR1H2	134.28	104.75	254.09
UPP1	109.82	75.94	413.43
UPK2	39.53	31.28	33.63
UPK3A	39.09	60.81	37.88
UQCRB	463.94	434.35	317.41
UQCRC1	2156.69	1692.92	1371.18
UQCRC2	1059.16	793.45	531.16
UROD	1043.20	1176.51	668.88
VPS51	470.16	519.22	636.54
UROS	290.80	445.32	208.33
USF1	85.11	59.93	89.14
USF2	619.90	564.18	624.47
USP1	1310.95	1330.45	1178.31
USH2A	13.52	16.77	12.66
CLRN1	20.68	23.40	19.76
UTRN	235.37	175.19	206.39
KDM6A	294.39	172.91	93.73
UTY	25.89	21.94	23.31
UVRAG	125.11	159.20	234.57
VARS	198.73	240.22	496.86
VASP	655.39	255.72	774.54
VAV1	40.52	34.76	43.23
MRPL49	938.43	1095.52	1472.45
VAV2	111.16	168.66	74.17
VBP1	1275.81	1361.33	1861.44
VCAM1	331.23	293.99	22.07
VCL	144.02	152.69	229.09
VCP	2214.55	1980.84	3399.48
VDAC3	4358.45	3317.77	3215.44
ZNHIT2	44.72	49.00	73.86
VDR	44.95	44.01	40.19
VEGFA	216.29	301.41	219.58
VEGFB	78.41	66.20	170.84
VEGFC	29.12	28.70	32.74
VGF	41.06	29.65	68.70
VIL1	978.21	664.03	358.17
EZR	635.39	324.26	791.37
VIM	6795.67	3182.84	1784.62
VIP	12.18	12.69	14.00
VIPR1	66.60	131.86	219.41
VIPR2	38.47	54.17	46.64
VLDLR	127.80	193.90	51.51
BEST1	45.23	40.35	39.83
VPREB1	20.65	14.04	13.34
TRPV1	61.18	100.15	52.70
VRK1	478.24	552.07	574.24
VRK2	402.71	246.70	636.23
VSNL1	769.78	1020.81	36.70
VTN	1400.28	1873.47	1198.65
MPPED2	15.47	13.51	15.05
VWF	33.03	48.93	36.69
WARS	575.87	499.38	777.34
WAS	114.44	93.24	94.59
ZAN	46.49	49.32	45.11
WIPF1	69.23	49.81	34.32
MYRF	55.87	62.03	50.21
CLIP2	99.50	115.68	126.69
LAT2	38.22	34.90	44.01
CORO2A	189.78	95.94	48.27
WEE1	348.79	420.13	334.67
WFS1	559.93	474.15	378.72
WHSC1	209.56	319.15	169.58
NELFA	365.37	349.83	275.86
TMEM258	7915.69	6149.27	6265.44
WNT1	18.08	22.52	26.35
WNT2	52.10	76.15	61.12
WNT3	48.80	86.05	94.57
WNT5A	40.00	26.38	17.36
WNT6	27.91	27.80	36.02
WNT7A	62.90	55.38	41.61
WNT7B	27.64	25.18	53.91
WNT8A	14.16	22.01	26.95
WNT8B	39.93	68.43	72.16
DAGLA	85.09	117.51	72.77
WNT10B	107.23	118.62	176.28
WNT11	50.84	52.25	60.65
WNT2B	22.30	25.88	27.60
WNT9A	29.32	22.24	21.95
WNT9B	29.72	36.04	35.92
WRB	778.96	911.37	1171.06
WRN	479.27	479.07	154.22
WT1	21.60	25.01	22.64
XBP1	4599.94	3135.33	2465.22
XDH	69.62	83.78	47.26
XG	30.73	23.25	22.93
XIST	557.49	315.13	24.16
XK	18.39	19.79	79.60
XPA	308.79	244.23	153.32
XPC	394.70	320.33	284.09
GAS8-AS1	43.59	43.81	34.89
METTL12	86.73	85.15	99.09
XPNPEP1	479.77	506.63	607.10
XPNPEP2	35.73	41.80	44.55
XPO1	2102.66	2214.55	2127.73
XRCC1	217.78	185.89	256.87
XRCC2	164.70	214.91	176.14
XRCC3	70.68	64.75	70.17
XRCC4	128.33	169.87	79.94
CEMP1	41.48	34.52	56.88
XRCC5	1732.33	1742.45	2478.93
YES1	697.72	854.83	680.05
YY1	1415.99	1504.74	1335.16
YWHAB	2042.61	2186.79	2768.52
FMNL1	76.47	119.97	119.23
YWHAE	2334.02	1928.01	1423.87
YWHAG	3777.20	3598.30	4545.43
YWHAH	906.52	473.49	692.13
YWHAZ	3466.35	2391.00	3008.23
ZAP70	24.05	27.63	28.49
SF1	337.72	475.50	616.22
ZFP36	429.70	405.71	1436.16
ZFP37	64.83	53.99	53.56
LDLRAD4	71.95	70.73	33.17
ZBTB14	69.10	69.10	75.45
ZFPL1	113.14	136.41	108.46
ZFX	113.27	59.77	223.85
ZFY	17.30	16.26	18.07
ZIC1	78.44	75.19	18.85
ZIC2	21.56	17.56	520.37
ZIC3	36.85	47.77	25.89
ZNF2	164.73	201.55	116.50
PTTG1IP	3765.69	2474.29	5931.58
ZNF3	57.25	57.07	39.99
ZNF711	13.40	14.77	75.96
ZNF7	198.39	272.93	166.48
ZNF8	164.37	159.09	155.83
CNBP	4581.49	3456.75	2651.15
ZNF10	87.44	93.02	92.17
ZNF12	148.44	203.02	241.94
C21orf2	82.98	85.94	94.19
ZNF14	174.32	199.54	70.83
ZNF708	165.95	350.46	118.84
ZNF16	107.68	173.21	114.06
ZNF18	147.97	130.90	161.62
ZNF19	28.95	36.08	29.75
ZNF20	148.48	166.36	82.73
ZNF182	75.68	63.22	65.01
ZNF22	463.30	768.55	34.09
ZNF23	108.33	97.51	62.64
ZNF24	159.40	124.19	122.45
ZNF26	65.01	70.98	115.06
ZSCAN20	35.39	36.77	26.91
TMEM50B	252.81	149.74	731.54
ZNF32	113.83	118.40	279.13
ZNF33A	115.09	104.89	78.53
ZNF33B	55.85	38.22	62.56
ZNF35	128.60	143.88	120.81
ZKSCAN1	391.94	317.67	205.91
ZNF37A	79.48	49.89	47.40
ZSCAN21	367.63	402.46	355.47
MPPED1	58.80	59.82	75.31
ZNF41	27.78	23.35	24.58
MZF1	114.92	120.28	187.05
ZNF43	203.84	315.04	304.77
ZNF45	96.42	66.40	162.14
ZBTB25	60.71	78.44	101.00
CA1	82.11	196.00	124.22
CA2	668.28	649.87	473.82
CA3	16.49	15.35	14.95
ZNF70	92.33	101.69	110.08
ZNF74	74.46	67.00	65.30
ZNF75D	38.19	34.19	33.69
ZNF75A	76.70	85.34	61.49
ZNF76	183.42	209.44	118.73
CA4	44.81	46.45	53.72
ZNF79	99.16	127.20	51.57
ZNF80	12.55	11.23	13.15
ZNF84	162.66	182.42	278.44
ZNF221	46.55	46.90	48.49
ZNF85	213.98	171.55	76.52
CA5A	92.78	49.75	58.54
ZNF90	11.90	11.67	12.00
ZNF91	164.89	134.57	102.21
CA6	23.26	36.58	35.37
CA7	67.61	114.60	86.20
ZNF222	134.57	94.50	96.16
SNORD114-3	17.97	31.49	24.92
ZNF124	331.92	247.81	87.66
CA8	60.46	47.73	77.49
HAR1A	19.11	16.41	16.76
MKRN3	59.27	51.33	62.77
RELL1	132.60	136.34	148.12
PSAPL1	96.27	97.60	67.19
CA9	93.10	145.48	111.76
ZNF131	529.95	473.17	266.00
ZNF132	17.53	28.27	20.74
ZNF133	139.82	189.49	98.02
ZNF134	235.50	160.84	194.05
ZNF135	16.08	34.96	20.41
ZNF136	124.60	114.73	97.55
ZNF137P	28.99	28.46	32.62
ZNF138	106.79	49.55	82.42
ZNF140	165.50	198.78	198.49
ZNF141	58.43	33.33	26.77
ZNF142	118.09	161.04	111.29
ZNF143	344.20	357.52	201.70
PCGF2	143.92	127.35	178.86
ZBTB16	51.34	1020.17	38.14
ZNF146	353.31	400.29	234.51
TRIM25	99.20	142.80	295.54
ZNF148	131.99	173.43	77.63
ZBTB17	81.04	114.01	123.46
CA11	51.52	64.08	226.33
ZNF154	28.81	25.64	26.49
ZNF155	31.20	30.88	44.80
VEZF1	293.23	374.49	254.36
ZNF165	31.86	20.44	79.53
CA12	372.19	314.13	72.38
TRIM26	258.46	342.37	361.79
ZNF174	75.54	67.05	76.49
ZNF175	139.25	124.90	162.57
ZNF177	64.95	58.70	26.50
RNF112	54.61	40.24	39.99
ZNF180	101.58	63.84	100.68
RNF113A	349.92	462.18	471.99
ZNF184	130.02	95.04	181.12
ZNF185	64.46	57.34	132.75
CACNA1A	48.60	49.62	58.17
ZSCAN26	85.54	105.81	165.74
ZNF189	414.66	350.56	216.12
ZKSCAN8	29.38	26.90	29.43
ZSCAN9	78.49	82.05	109.61
ZNF195	209.28	185.43	267.37
CACNA1B	30.79	39.20	48.06
